NIV1,NIV2,NIV3,NIV4,NIV5,NIV1 - Libellé,NIV2 - Libellé,NIV3 - Libellé,NIV4 - Libellé,NIV5 - Libellé
C,24,24.4,24.45,24.45Z,Industrie manufacturière,Métallurgie,Production de métaux précieux et d'autres métaux non ferreux,Métallurgie des autres métaux non ferreux,Métallurgie des autres métaux non ferreux
C,24,24.4,24.46,24.46Z,Industrie manufacturière,Métallurgie,Production de métaux précieux et d'autres métaux non ferreux,Élaboration et transformation de matières nucléaires,Élaboration et transformation de matières nucléaires
C,24,24.5,24.51,24.51Z,Industrie manufacturière,Métallurgie,Fonderie,Fonderie de fonte,Fonderie de fonte
C,24,24.5,24.52,24.52Z,Industrie manufacturière,Métallurgie,Fonderie,Fonderie d'acier,Fonderie d'acier
C,24,24.5,24.53,24.53Z,Industrie manufacturière,Métallurgie,Fonderie,Fonderie de métaux légers,Fonderie de métaux légers
C,24,24.5,24.54,24.54Z,Industrie manufacturière,Métallurgie,Fonderie,Fonderie d'autres métaux non ferreux,Fonderie d'autres métaux non ferreux
C,25,25.1,25.11,25.11Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Fabrication d'éléments en métal pour la construction,Fabrication de structures métalliques et de parties de structures,Fabrication de structures métalliques et de parties de structures
C,25,25.1,25.12,25.12Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Fabrication d'éléments en métal pour la construction,Fabrication de portes et fenêtres en métal,Fabrication de portes et fenêtres en métal
C,25,25.2,25.21,25.21Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements","Fabrication de réservoirs, citernes et conteneurs métalliques",Fabrication de radiateurs et de chaudières pour le chauffage central,Fabrication de radiateurs et de chaudières pour le chauffage central
C,25,25.2,25.29,25.29Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements","Fabrication de réservoirs, citernes et conteneurs métalliques","Fabrication d'autres réservoirs, citernes et conteneurs métalliques","Fabrication d'autres réservoirs, citernes et conteneurs métalliques"
C,25,25.3,25.30,25.30Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements","Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central","Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central","Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central"
C,25,25.4,25.40,25.40Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Fabrication d'armes et de munitions,Fabrication d'armes et de munitions,Fabrication d'armes et de munitions
C,25,25.5,25.50,25.50A,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements","Forge, emboutissage, estampage ; métallurgie des poudres","Forge, emboutissage, estampage ; métallurgie des poudres","Forge, estampage, matriçage ; métallurgie des poudres"
C,25,25.5,25.50,25.50B,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements","Forge, emboutissage, estampage ; métallurgie des poudres","Forge, emboutissage, estampage ; métallurgie des poudres","Découpage, emboutissage"
C,25,25.6,25.61,25.61Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Traitement et revêtement des métaux ; usinage,Traitement et revêtement des métaux,Traitement et revêtement des métaux
C,25,25.6,25.62,25.62A,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Traitement et revêtement des métaux ; usinage,Usinage,Décolletage
C,25,25.6,25.62,25.62B,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Traitement et revêtement des métaux ; usinage,Usinage,Mécanique industrielle
C,25,25.7,25.71,25.71Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements","Fabrication de coutellerie, d'outillage et de quincaillerie",Fabrication de coutellerie,Fabrication de coutellerie
C,25,25.7,25.72,25.72Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements","Fabrication de coutellerie, d'outillage et de quincaillerie",Fabrication de serrures et de ferrures,Fabrication de serrures et de ferrures
C,25,25.7,25.73,25.73A,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements","Fabrication de coutellerie, d'outillage et de quincaillerie",Fabrication d'outillage,Fabrication de moules et modèles
C,25,25.7,25.73,25.73B,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements","Fabrication de coutellerie, d'outillage et de quincaillerie",Fabrication d'outillage,Fabrication d'autres outillages
C,25,25.9,25.91,25.91Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Fabrication d'autres ouvrages en métaux,Fabrication de fûts et emballages métalliques similaires,Fabrication de fûts et emballages métalliques similaires
C,25,25.9,25.92,25.92Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Fabrication d'autres ouvrages en métaux,Fabrication d'emballages métalliques légers,Fabrication d'emballages métalliques légers
C,25,25.9,25.93,25.93Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Fabrication d'autres ouvrages en métaux,"Fabrication d'articles en fils métalliques, de chaînes et de ressorts","Fabrication d'articles en fils métalliques, de chaînes et de ressorts"
C,25,25.9,25.94,25.94Z,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Fabrication d'autres ouvrages en métaux,Fabrication de vis et de boulons,Fabrication de vis et de boulons
C,25,25.9,25.99,25.99A,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Fabrication d'autres ouvrages en métaux,Fabrication d'autres produits métalliques n.c.a.,Fabrication d'articles métalliques ménagers
C,25,25.9,25.99,25.99B,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Fabrication d'autres ouvrages en métaux,Fabrication d'autres produits métalliques n.c.a.,Fabrication d'autres articles métalliques
C,26,26.1,26.11,26.11Z,Industrie manufacturière,"Fabrication de produits informatiques, électroniques et optiques",Fabrication de composants et cartes électroniques,Fabrication de composants électroniques,Fabrication de composants électroniques
C,26,26.1,26.12,26.12Z,Industrie manufacturière,"Fabrication de produits informatiques, électroniques et optiques",Fabrication de composants et cartes électroniques,Fabrication de cartes électroniques assemblées,Fabrication de cartes électroniques assemblées
C,26,26.2,26.20,26.20Z,Industrie manufacturière,"Fabrication de produits informatiques, électroniques et optiques",Fabrication d'ordinateurs et d'équipements périphériques,Fabrication d'ordinateurs et d'équipements périphériques,Fabrication d'ordinateurs et d'équipements périphériques
C,26,26.3,26.30,26.30Z,Industrie manufacturière,"Fabrication de produits informatiques, électroniques et optiques",Fabrication d'équipements de communication,Fabrication d'équipements de communication,Fabrication d'équipements de communication
C,26,26.4,26.40,26.40Z,Industrie manufacturière,"Fabrication de produits informatiques, électroniques et optiques",Fabrication de produits électroniques grand public,Fabrication de produits électroniques grand public,Fabrication de produits électroniques grand public
C,26,26.5,26.51,26.51A,Industrie manufacturière,"Fabrication de produits informatiques, électroniques et optiques","Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation ; horlogerie","Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation",Fabrication d'équipements d'aide à la navigation
C,26,26.5,26.51,26.51B,Industrie manufacturière,"Fabrication de produits informatiques, électroniques et optiques","Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation ; horlogerie","Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation",Fabrication d'instrumentation scientifique et technique
C,26,26.5,26.52,26.52Z,Industrie manufacturière,"Fabrication de produits informatiques, électroniques et optiques","Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation ; horlogerie",Horlogerie,Horlogerie
C,26,26.6,26.60,26.60Z,Industrie manufacturière,"Fabrication de produits informatiques, électroniques et optiques","Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques","Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques","Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques"
C,26,26.7,26.70,26.70Z,Industrie manufacturière,"Fabrication de produits informatiques, électroniques et optiques",Fabrication de matériels optique et photographique,Fabrication de matériels optique et photographique,Fabrication de matériels optique et photographique
C,26,26.8,26.80,26.80Z,Industrie manufacturière,"Fabrication de produits informatiques, électroniques et optiques",Fabrication de supports magnétiques et optiques,Fabrication de supports magnétiques et optiques,Fabrication de supports magnétiques et optiques
C,27,27.1,27.11,27.11Z,Industrie manufacturière,Fabrication d'équipements électriques,"Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique","Fabrication de moteurs, génératrices et transformateurs électriques","Fabrication de moteurs, génératrices et transformateurs électriques"
C,27,27.1,27.12,27.12Z,Industrie manufacturière,Fabrication d'équipements électriques,"Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique",Fabrication de matériel de distribution et de commande électrique,Fabrication de matériel de distribution et de commande électrique
C,27,27.2,27.20,27.20Z,Industrie manufacturière,Fabrication d'équipements électriques,Fabrication de piles et d'accumulateurs électriques,Fabrication de piles et d'accumulateurs électriques,Fabrication de piles et d'accumulateurs électriques
C,27,27.3,27.31,27.31Z,Industrie manufacturière,Fabrication d'équipements électriques,Fabrication de fils et câbles et de matériel d'installation électrique,Fabrication de câbles de fibres optiques,Fabrication de câbles de fibres optiques
C,27,27.3,27.32,27.32Z,Industrie manufacturière,Fabrication d'équipements électriques,Fabrication de fils et câbles et de matériel d'installation électrique,Fabrication d'autres fils et câbles électroniques ou électriques,Fabrication d'autres fils et câbles électroniques ou électriques
C,27,27.3,27.33,27.33Z,Industrie manufacturière,Fabrication d'équipements électriques,Fabrication de fils et câbles et de matériel d'installation électrique,Fabrication de matériel d'installation électrique,Fabrication de matériel d'installation électrique
C,27,27.4,27.40,27.40Z,Industrie manufacturière,Fabrication d'équipements électriques,Fabrication d'appareils d'éclairage électrique,Fabrication d'appareils d'éclairage électrique,Fabrication d'appareils d'éclairage électrique
C,27,27.5,27.51,27.51Z,Industrie manufacturière,Fabrication d'équipements électriques,Fabrication d'appareils ménagers,Fabrication d'appareils électroménagers,Fabrication d'appareils électroménagers
C,27,27.5,27.52,27.52Z,Industrie manufacturière,Fabrication d'équipements électriques,Fabrication d'appareils ménagers,Fabrication d'appareils ménagers non électriques,Fabrication d'appareils ménagers non électriques
C,27,27.9,27.90,27.90Z,Industrie manufacturière,Fabrication d'équipements électriques,Fabrication d'autres matériels électriques,Fabrication d'autres matériels électriques,Fabrication d'autres matériels électriques
C,28,28.1,28.11,28.11Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication de machines d'usage général,"Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules","Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules"
C,28,28.1,28.12,28.12Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication de machines d'usage général,Fabrication d'équipements hydrauliques et pneumatiques,Fabrication d'équipements hydrauliques et pneumatiques
C,28,28.1,28.13,28.13Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication de machines d'usage général,Fabrication d'autres pompes et compresseurs,Fabrication d'autres pompes et compresseurs
C,28,28.1,28.14,28.14Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication de machines d'usage général,Fabrication d'autres articles de robinetterie,Fabrication d'autres articles de robinetterie
C,28,28.1,28.15,28.15Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication de machines d'usage général,Fabrication d'engrenages et d'organes mécaniques de transmission,Fabrication d'engrenages et d'organes mécaniques de transmission
C,28,28.2,28.21,28.21Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage général,Fabrication de fours et brûleurs,Fabrication de fours et brûleurs
C,28,28.2,28.22,28.22Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage général,Fabrication de matériel de levage et de manutention,Fabrication de matériel de levage et de manutention
C,28,28.2,28.23,28.23Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage général,Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)
C,28,28.2,28.24,28.24Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage général,Fabrication d'outillage portatif à moteur incorporé,Fabrication d'outillage portatif à moteur incorporé
C,28,28.2,28.25,28.25Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage général,Fabrication d'équipements aérauliques et frigorifiques industriels,Fabrication d'équipements aérauliques et frigorifiques industriels
C,28,28.2,28.29,28.29A,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage général,Fabrication de machines diverses d'usage général,"Fabrication d'équipements d'emballage, de conditionnement et de pesage"
C,28,28.2,28.29,28.29B,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage général,Fabrication de machines diverses d'usage général,Fabrication d'autres machines d'usage général
C,28,28.3,28.30,28.30Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication de machines agricoles et forestières,Fabrication de machines agricoles et forestières,Fabrication de machines agricoles et forestières
C,28,28.4,28.41,28.41Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication de machines de formage des métaux et de machines-outils,Fabrication de machines de formage des métaux,Fabrication de machines-outils pour le travail des métaux
C,28,28.4,28.49,28.49Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication de machines de formage des métaux et de machines-outils,Fabrication d'autres machines-outils,Fabrication d'autres machines-outils
C,28,28.9,28.91,28.91Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage spécifique,Fabrication de machines pour la métallurgie,Fabrication de machines pour la métallurgie
C,28,28.9,28.92,28.92Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage spécifique,Fabrication de machines pour l'extraction ou la construction,Fabrication de machines pour l'extraction ou la construction
C,28,28.9,28.93,28.93Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage spécifique,Fabrication de machines pour l'industrie agro-alimentaire,Fabrication de machines pour l'industrie agro-alimentaire
C,28,28.9,28.94,28.94Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage spécifique,Fabrication de machines pour les industries textiles,Fabrication de machines pour les industries textiles
C,28,28.9,28.95,28.95Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage spécifique,Fabrication de machines pour les industries du papier et du carton,Fabrication de machines pour les industries du papier et du carton
C,28,28.9,28.96,28.96Z,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage spécifique,Fabrication de machines pour le travail du caoutchouc ou des plastiques,Fabrication de machines pour le travail du caoutchouc ou des plastiques
C,28,28.9,28.99,28.99A,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage spécifique,Fabrication d'autres machines d'usage spécifique n.c.a.,Fabrication de machines d'imprimerie
C,28,28.9,28.99,28.99B,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication d'autres machines d'usage spécifique,Fabrication d'autres machines d'usage spécifique n.c.a.,Fabrication d'autres machines spécialisées
C,29,29.1,29.10,29.10Z,Industrie manufacturière,Industrie automobile,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles
C,29,29.2,29.20,29.20Z,Industrie manufacturière,Industrie automobile,Fabrication de carrosseries et remorques,Fabrication de carrosseries et remorques,Fabrication de carrosseries et remorques
C,29,29.3,29.31,29.31Z,Industrie manufacturière,Industrie automobile,Fabrication d'équipements automobiles,Fabrication d'équipements électriques et électroniques automobiles,Fabrication d'équipements électriques et électroniques automobiles
C,29,29.3,29.32,29.32Z,Industrie manufacturière,Industrie automobile,Fabrication d'équipements automobiles,Fabrication d'autres équipements automobiles,Fabrication d'autres équipements automobiles
C,30,30.1,30.11,30.11Z,Industrie manufacturière,Fabrication d'autres matériels de transport,Construction navale,Construction de navires et de structures flottantes,Construction de navires et de structures flottantes
C,30,30.1,30.12,30.12Z,Industrie manufacturière,Fabrication d'autres matériels de transport,Construction navale,Construction de bateaux de plaisance,Construction de bateaux de plaisance
C,30,30.2,30.20,30.20Z,Industrie manufacturière,Fabrication d'autres matériels de transport,Construction de locomotives et d'autre matériel ferroviaire roulant,Construction de locomotives et d'autre matériel ferroviaire roulant,Construction de locomotives et d'autre matériel ferroviaire roulant
C,30,30.3,30.30,30.30Z,Industrie manufacturière,Fabrication d'autres matériels de transport,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale
C,30,30.4,30.40,30.40Z,Industrie manufacturière,Fabrication d'autres matériels de transport,Construction de véhicules militaires de combat,Construction de véhicules militaires de combat,Construction de véhicules militaires de combat
C,30,30.9,30.91,30.91Z,Industrie manufacturière,Fabrication d'autres matériels de transport,Fabrication de matériels de transport n.c.a.,Fabrication de motocycles,Fabrication de motocycles
C,30,30.9,30.92,30.92Z,Industrie manufacturière,Fabrication d'autres matériels de transport,Fabrication de matériels de transport n.c.a.,Fabrication de bicyclettes et de véhicules pour invalides,Fabrication de bicyclettes et de véhicules pour invalides
C,30,30.9,30.99,30.99Z,Industrie manufacturière,Fabrication d'autres matériels de transport,Fabrication de matériels de transport n.c.a.,Fabrication d'autres équipements de transport n.c.a.,Fabrication d'autres équipements de transport n.c.a.
C,31,31.0,31.01,31.01Z,Industrie manufacturière,Fabrication de meubles,Fabrication de meubles,Fabrication de meubles de bureau et de magasin,Fabrication de meubles de bureau et de magasin
C,31,31.0,31.02,31.02Z,Industrie manufacturière,Fabrication de meubles,Fabrication de meubles,Fabrication de meubles de cuisine,Fabrication de meubles de cuisine
C,31,31.0,31.03,31.03Z,Industrie manufacturière,Fabrication de meubles,Fabrication de meubles,Fabrication de matelas,Fabrication de matelas
C,31,31.0,31.09,31.09A,Industrie manufacturière,Fabrication de meubles,Fabrication de meubles,Fabrication d'autres meubles,Fabrication de sièges d'ameublement d'intérieur
C,31,31.0,31.09,31.09B,Industrie manufacturière,Fabrication de meubles,Fabrication de meubles,Fabrication d'autres meubles,Fabrication d'autres meubles et industries connexes de l'ameublement
C,32,32.1,32.11,32.11Z,Industrie manufacturière,Autres industries manufacturières,"Fabrication d'articles de joaillerie, bijouterie et articles similaires",Frappe de monnaie,Frappe de monnaie
C,32,32.1,32.12,32.12Z,Industrie manufacturière,Autres industries manufacturières,"Fabrication d'articles de joaillerie, bijouterie et articles similaires",Fabrication d'articles de joaillerie et bijouterie,Fabrication d'articles de joaillerie et bijouterie
C,32,32.1,32.13,32.13Z,Industrie manufacturière,Autres industries manufacturières,"Fabrication d'articles de joaillerie, bijouterie et articles similaires",Fabrication d'articles de bijouterie fantaisie et articles similaires,Fabrication d'articles de bijouterie fantaisie et articles similaires
C,32,32.2,32.20,32.20Z,Industrie manufacturière,Autres industries manufacturières,Fabrication d'instruments de musique,Fabrication d'instruments de musique,Fabrication d'instruments de musique
C,32,32.3,32.30,32.30Z,Industrie manufacturière,Autres industries manufacturières,Fabrication d'articles de sport,Fabrication d'articles de sport,Fabrication d'articles de sport
C,32,32.4,32.40,32.40Z,Industrie manufacturière,Autres industries manufacturières,Fabrication de jeux et jouets,Fabrication de jeux et jouets,Fabrication de jeux et jouets
C,32,32.5,32.50,32.50A,Industrie manufacturière,Autres industries manufacturières,Fabrication d'instruments et de fournitures à usage médical et dentaire,Fabrication d'instruments et de fournitures à usage médical et dentaire,Fabrication de matériel médico-chirurgical et dentaire
C,32,32.5,32.50,32.50B,Industrie manufacturière,Autres industries manufacturières,Fabrication d'instruments et de fournitures à usage médical et dentaire,Fabrication d'instruments et de fournitures à usage médical et dentaire,Fabrication de lunettes
C,32,32.9,32.91,32.91Z,Industrie manufacturière,Autres industries manufacturières,Activités manufacturières n.c.a.,Fabrication d'articles de brosserie,Fabrication d'articles de brosserie
C,32,32.9,32.99,32.99Z,Industrie manufacturière,Autres industries manufacturières,Activités manufacturières n.c.a.,Autres activités manufacturières n.c.a.,Autres activités manufacturières n.c.a.
C,33,33.1,33.11,33.11Z,Industrie manufacturière,Réparation et installation de machines et d'équipements,"Réparation d'ouvrages en métaux, de machines et d'équipements",Réparation d'ouvrages en métaux,Réparation d'ouvrages en métaux
C,33,33.1,33.12,33.12Z,Industrie manufacturière,Réparation et installation de machines et d'équipements,"Réparation d'ouvrages en métaux, de machines et d'équipements",Réparation de machines et équipements mécaniques,Réparation de machines et équipements mécaniques
C,33,33.1,33.13,33.13Z,Industrie manufacturière,Réparation et installation de machines et d'équipements,"Réparation d'ouvrages en métaux, de machines et d'équipements",Réparation de matériels électroniques et optiques,Réparation de matériels électroniques et optiques
C,33,33.1,33.14,33.14Z,Industrie manufacturière,Réparation et installation de machines et d'équipements,"Réparation d'ouvrages en métaux, de machines et d'équipements",Réparation d'équipements électriques,Réparation d'équipements électriques
C,33,33.1,33.15,33.15Z,Industrie manufacturière,Réparation et installation de machines et d'équipements,"Réparation d'ouvrages en métaux, de machines et d'équipements",Réparation et maintenance navale,Réparation et maintenance navale
C,33,33.1,33.16,33.16Z,Industrie manufacturière,Réparation et installation de machines et d'équipements,"Réparation d'ouvrages en métaux, de machines et d'équipements",Réparation et maintenance d'aéronefs et d'engins spatiaux,Réparation et maintenance d'aéronefs et d'engins spatiaux
C,33,33.1,33.17,33.17Z,Industrie manufacturière,Réparation et installation de machines et d'équipements,"Réparation d'ouvrages en métaux, de machines et d'équipements",Réparation et maintenance d'autres équipements de transport,Réparation et maintenance d'autres équipements de transport
C,33,33.1,33.19,33.19Z,Industrie manufacturière,Réparation et installation de machines et d'équipements,"Réparation d'ouvrages en métaux, de machines et d'équipements",Réparation d'autres équipements,Réparation d'autres équipements
C,33,33.2,33.20,33.20A,Industrie manufacturière,Réparation et installation de machines et d'équipements,Installation de machines et d'équipements industriels,Installation de machines et d'équipements industriels,"Installation de structures métalliques, chaudronnées et de tuyauterie"
C,33,33.2,33.20,33.20B,Industrie manufacturière,Réparation et installation de machines et d'équipements,Installation de machines et d'équipements industriels,Installation de machines et d'équipements industriels,Installation de machines et équipements mécaniques
C,33,33.2,33.20,33.20C,Industrie manufacturière,Réparation et installation de machines et d'équipements,Installation de machines et d'équipements industriels,Installation de machines et d'équipements industriels,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels
C,33,33.2,33.20,33.20D,Industrie manufacturière,Réparation et installation de machines et d'équipements,Installation de machines et d'équipements industriels,Installation de machines et d'équipements industriels,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels"
D,35,35.1,35.11,35.11Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production, transport et distribution d'électricité",Production d'électricité,Production d'électricité
D,35,35.1,35.12,35.12Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production, transport et distribution d'électricité",Transport d'électricité,Transport d'électricité
D,35,35.1,35.13,35.13Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production, transport et distribution d'électricité",Distribution d'électricité,Distribution d'électricité
D,35,35.1,35.14,35.14Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production, transport et distribution d'électricité",Commerce d'électricité,Commerce d'électricité
D,35,35.2,35.21,35.21Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Production et distribution de combustibles gazeux,Production de combustibles gazeux,Production de combustibles gazeux
D,35,35.2,35.22,35.22Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Production et distribution de combustibles gazeux,Distribution de combustibles gazeux par conduites,Distribution de combustibles gazeux par conduites
D,35,35.2,35.23,35.23Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Production et distribution de combustibles gazeux,Commerce de combustibles gazeux par conduites,Commerce de combustibles gazeux par conduites
D,35,35.3,35.30,35.30Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Production et distribution de vapeur et d'air conditionné,Production et distribution de vapeur et d'air conditionné,Production et distribution de vapeur et d'air conditionné
E,36,36.0,36.00,36.00Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution","Captage, traitement et distribution d'eau","Captage, traitement et distribution d'eau","Captage, traitement et distribution d'eau","Captage, traitement et distribution d'eau"
E,37,37.0,37.00,37.00Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",Collecte et traitement des eaux usées,Collecte et traitement des eaux usées,Collecte et traitement des eaux usées,Collecte et traitement des eaux usées
E,38,38.1,38.11,38.11Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution","Collecte, traitement et élimination des déchets ; récupération",Collecte des déchets,Collecte des déchets non dangereux,Collecte des déchets non dangereux
E,38,38.1,38.12,38.12Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution","Collecte, traitement et élimination des déchets ; récupération",Collecte des déchets,Collecte des déchets dangereux,Collecte des déchets dangereux
E,38,38.2,38.21,38.21Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution","Collecte, traitement et élimination des déchets ; récupération",Traitement et élimination des déchets,Traitement et élimination des déchets non dangereux,Traitement et élimination des déchets non dangereux
E,38,38.2,38.22,38.22Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution","Collecte, traitement et élimination des déchets ; récupération",Traitement et élimination des déchets,Traitement et élimination des déchets dangereux,Traitement et élimination des déchets dangereux
E,38,38.3,38.31,38.31Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution","Collecte, traitement et élimination des déchets ; récupération",Récupération,Démantèlement d'épaves,Démantèlement d'épaves
E,38,38.3,38.32,38.32Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution","Collecte, traitement et élimination des déchets ; récupération",Récupération,Récupération de déchets triés,Récupération de déchets triés
E,39,39.0,39.00,39.00Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",Dépollution et autres services de gestion des déchets,Dépollution et autres services de gestion des déchets,Dépollution et autres services de gestion des déchets,Dépollution et autres services de gestion des déchets
F,41,41.1,41.10,41.10A,Construction,Construction de bâtiments,Promotion immobilière,Promotion immobilière,Promotion immobilière de logements
F,41,41.1,41.10,41.10B,Construction,Construction de bâtiments,Promotion immobilière,Promotion immobilière,Promotion immobilière de bureaux
F,41,41.1,41.10,41.10C,Construction,Construction de bâtiments,Promotion immobilière,Promotion immobilière,Promotion immobilière d'autres bâtiments
F,41,41.1,41.10,41.10D,Construction,Construction de bâtiments,Promotion immobilière,Promotion immobilière,Supports juridiques de programmes
F,41,41.2,41.20,41.20A,Construction,Construction de bâtiments,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments résidentiels et non résidentiels,Construction de maisons individuelles
F,41,41.2,41.20,41.20B,Construction,Construction de bâtiments,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments résidentiels et non résidentiels,Construction d'autres bâtiments
F,42,42.1,42.11,42.11Z,Construction,Génie civil,Construction de routes et de voies ferrées,Construction de routes et autoroutes,Construction de routes et autoroutes
